id,date,month,category,region,channel,quantity,amount
523,2025-01-18,jan,groceries,north,in_store,5,136.18
524,2025-01-12,jan,groceries,south,in_store,5,68.96
525,2025-01-13,jan,utilities,south,in_store,1,96.48
526,2025-01-04,jan,groceries,south,online,5,69.96
527,2025-01-26,jan,groceries,east,online,1,9.43
528,2025-01-09,jan,transport,west,in_store,3,74.54
529,2025-01-28,jan,utilities,west,online,2,299.78
530,2025-01-21,jan,transport,north,in_store,1,10.53
531,2025-01-14,jan,groceries,west,in_store,5,26.67
532,2025-01-17,jan,coffee,north,in_store,1,7.78
533,2025-01-16,jan,transport,south,in_store,3,9.56
534,2025-01-04,jan,groceries,south,online,2,217.72
535,2025-01-11,jan,electronics,north,online,5,1223.60
536,2025-01-11,jan,coffee,west,online,5,5.38
537,2025-01-29,jan,groceries,north,online,5,177.57
538,2025-01-18,jan,groceries,south,online,5,75.89
539,2025-01-18,jan,dining,north,in_store,3,34.80
540,2025-01-21,jan,groceries,west,in_store,2,210.98
541,2025-01-28,jan,groceries,south,in_store,3,146.93
542,2025-01-08,jan,coffee,east,in_store,3,7.03
543,2025-01-11,jan,electronics,south,in_store,3,345.44
544,2025-01-14,jan,coffee,south,online,1,5.11
545,2025-01-17,jan,dining,south,in_store,5,123.99
546,2025-01-15,jan,groceries,east,online,5,84.12
547,2025-01-08,jan,transport,east,online,4,71.60
548,2025-01-06,jan,groceries,west,online,4,114.25
549,2025-01-28,jan,coffee,south,online,3,4.11
550,2025-01-24,jan,dining,south,online,2,130.73
551,2025-01-20,jan,coffee,north,in_store,3,8.34
552,2025-01-12,jan,coffee,west,online,3,7.16
553,2025-01-17,jan,coffee,east,online,2,13.08
554,2025-01-02,jan,electronics,south,in_store,2,1597.38
555,2025-01-20,jan,dining,north,online,1,169.87
556,2025-01-29,jan,utilities,west,online,4,120.83
557,2025-01-31,jan,dining,south,in_store,3,35.57
558,2025-01-28,jan,dining,east,online,1,48.67
559,2025-01-29,jan,coffee,west,online,3,9.28
560,2025-01-04,jan,dining,east,online,4,171.02
561,2025-01-20,jan,coffee,north,online,4,4.14
562,2025-01-16,jan,groceries,south,in_store,5,95.06
563,2025-01-19,jan,groceries,south,in_store,5,208.33
564,2025-01-19,jan,groceries,west,in_store,1,31.86
565,2025-01-30,jan,groceries,south,in_store,1,19.38
566,2025-01-12,jan,coffee,south,online,4,11.31
567,2025-01-15,jan,transport,north,online,4,41.49
568,2025-01-04,jan,coffee,south,in_store,4,10.89
569,2025-01-23,jan,groceries,east,online,4,194.91
570,2025-01-27,jan,dining,east,online,5,25.66
571,2025-01-17,jan,coffee,east,in_store,5,10.96
572,2025-01-16,jan,dining,east,in_store,3,163.90
573,2025-01-01,jan,transport,south,in_store,2,55.81
574,2025-01-30,jan,transport,west,in_store,2,93.35
575,2025-01-18,jan,groceries,north,online,3,36.88
576,2025-01-27,jan,groceries,west,online,3,31.89
577,2025-01-14,jan,transport,west,in_store,2,72.50
578,2025-01-26,jan,groceries,south,in_store,3,91.13
579,2025-01-19,jan,transport,north,online,2,42.60
580,2025-01-29,jan,groceries,south,online,1,71.34
581,2025-01-08,jan,groceries,north,online,4,71.81
582,2025-01-06,jan,utilities,east,online,1,344.66
583,2025-01-14,jan,electronics,west,in_store,5,252.98
584,2025-01-06,jan,groceries,south,online,2,194.58
585,2025-01-03,jan,utilities,west,online,1,139.77
586,2025-01-04,jan,groceries,west,in_store,4,187.78
587,2025-01-20,jan,utilities,north,online,3,307.61
588,2025-01-12,jan,utilities,east,online,3,190.71
589,2025-01-26,jan,groceries,west,online,2,165.96
590,2025-01-12,jan,dining,west,in_store,5,14.12
591,2025-01-10,jan,coffee,west,in_store,1,3.61
592,2025-01-04,jan,dining,south,in_store,5,34.61
593,2025-01-03,jan,transport,south,in_store,1,30.15
594,2025-01-11,jan,groceries,north,online,1,171.85
595,2025-01-10,jan,utilities,north,online,3,290.32
596,2025-01-01,jan,utilities,north,online,5,302.26
597,2025-01-11,jan,groceries,west,online,3,134.85
598,2025-01-28,jan,electronics,south,in_store,5,628.95
599,2025-01-26,jan,coffee,south,in_store,2,11.40
600,2025-01-12,jan,groceries,south,in_store,1,202.91
601,2025-01-16,jan,electronics,east,in_store,2,1301.78
602,2025-01-15,jan,dining,west,online,5,125.05
603,2025-01-10,jan,dining,east,in_store,2,25.60
604,2025-01-11,jan,groceries,west,online,4,32.24
605,2025-01-06,jan,groceries,east,online,2,91.60
606,2025-01-14,jan,electronics,south,in_store,1,261.57
607,2025-01-09,jan,groceries,west,online,1,33.07
608,2025-01-26,jan,coffee,west,online,3,12.50
609,2025-01-28,jan,transport,west,online,5,4.61
610,2025-01-20,jan,groceries,north,in_store,1,203.71
611,2025-01-13,jan,groceries,east,online,2,52.15
612,2025-01-27,jan,groceries,east,online,3,31.24
613,2025-01-15,jan,groceries,north,in_store,3,138.87
614,2025-01-29,jan,utilities,east,in_store,4,186.69
615,2025-01-25,jan,coffee,north,online,1,11.74
616,2025-01-08,jan,transport,west,online,3,32.07
617,2025-01-26,jan,groceries,west,in_store,5,128.63
618,2025-01-24,jan,dining,south,online,2,104.83
619,2025-01-25,jan,groceries,west,online,5,196.29
620,2025-01-22,jan,groceries,west,online,5,64.94
621,2025-01-18,jan,groceries,east,in_store,5,122.53
622,2025-01-31,jan,dining,east,in_store,2,109.73
623,2025-01-23,jan,groceries,west,in_store,5,156.08
624,2025-01-22,jan,coffee,west,online,2,13.52
625,2025-01-19,jan,groceries,east,in_store,5,20.09
626,2025-01-06,jan,dining,west,online,5,161.47
627,2025-01-09,jan,utilities,east,in_store,2,315.71
628,2025-01-18,jan,rent,south,online,1,1582.37
629,2025-01-29,jan,coffee,south,online,3,4.84
630,2025-01-29,jan,electronics,south,online,3,1232.01
631,2025-01-02,jan,groceries,west,online,1,36.39
632,2025-01-21,jan,electronics,west,online,1,216.95
633,2025-01-13,jan,dining,east,in_store,5,61.14
634,2025-01-12,jan,coffee,north,online,2,3.75
635,2025-01-30,jan,coffee,south,in_store,5,12.94
636,2025-01-13,jan,dining,east,online,2,71.50
637,2025-01-31,jan,groceries,west,in_store,1,48.41
638,2025-01-07,jan,groceries,south,in_store,3,208.56
639,2025-01-17,jan,dining,south,in_store,1,37.92
640,2025-01-28,jan,transport,north,online,1,14.79
641,2025-01-20,jan,transport,east,online,1,52.40
642,2025-01-05,jan,utilities,north,in_store,2,395.70
643,2025-01-13,jan,groceries,west,in_store,1,174.66
644,2025-01-31,jan,groceries,west,online,2,16.41
645,2025-01-02,jan,groceries,south,in_store,5,106.36
646,2025-01-06,jan,coffee,east,in_store,4,3.32
647,2025-01-28,jan,travel,north,online,2,2442.67
648,2025-01-09,jan,electronics,south,in_store,1,1443.44
649,2025-01-10,jan,travel,south,online,4,1408.37
650,2025-01-21,jan,coffee,north,in_store,4,7.78
651,2025-01-28,jan,dining,north,in_store,5,44.81
652,2025-01-31,jan,coffee,south,online,4,5.95
653,2025-01-23,jan,electronics,north,online,1,1880.99
654,2025-01-24,jan,travel,south,online,5,2555.29
655,2025-01-17,jan,coffee,west,online,2,4.42
656,2025-01-10,jan,transport,south,in_store,3,83.89
657,2025-01-23,jan,transport,north,in_store,4,24.65
658,2025-01-24,jan,dining,south,online,5,73.32
659,2025-01-23,jan,groceries,north,online,5,156.82
660,2025-01-01,jan,utilities,west,online,3,406.71
661,2025-01-12,jan,groceries,east,in_store,1,44.95
662,2025-01-17,jan,coffee,east,online,1,4.18
663,2025-01-19,jan,coffee,north,online,1,13.47
664,2025-01-21,jan,coffee,north,online,2,9.67
665,2025-01-28,jan,utilities,east,in_store,3,239.56
666,2025-01-11,jan,transport,south,in_store,1,61.65
667,2025-01-05,jan,coffee,south,online,4,5.26
668,2025-01-28,jan,utilities,south,online,4,245.76
669,2025-01-20,jan,groceries,east,in_store,2,155.02
670,2025-01-25,jan,groceries,south,in_store,2,98.45
671,2025-01-12,jan,groceries,east,online,4,175.45
672,2025-01-21,jan,groceries,east,in_store,4,112.71
673,2025-01-12,jan,rent,south,in_store,4,2049.11
674,2025-01-24,jan,dining,west,online,2,126.04
675,2025-01-14,jan,coffee,north,in_store,4,7.86
676,2025-01-01,jan,transport,west,in_store,1,66.58
677,2025-01-11,jan,coffee,south,online,4,10.39
678,2025-01-21,jan,groceries,north,online,4,59.72
679,2025-01-05,jan,utilities,east,in_store,5,298.79
680,2025-01-21,jan,coffee,east,in_store,1,4.48
681,2025-01-08,jan,electronics,west,online,4,401.78
682,2025-01-05,jan,groceries,west,in_store,1,67.42
683,2025-01-22,jan,rent,west,online,5,1860.30
684,2025-01-01,jan,groceries,east,online,4,87.56
685,2025-01-07,jan,electronics,east,in_store,2,990.13
686,2025-01-25,jan,utilities,south,online,2,306.52
687,2025-01-05,jan,coffee,north,online,3,13.33
688,2025-01-23,jan,transport,north,in_store,4,46.55
689,2025-01-06,jan,electronics,south,online,5,637.92
690,2025-01-06,jan,coffee,west,online,3,8.74
691,2025-01-24,jan,coffee,north,in_store,2,11.78
692,2025-01-17,jan,utilities,east,online,2,340.44
693,2025-01-26,jan,transport,east,online,5,10.17
694,2025-01-21,jan,groceries,west,in_store,4,32.34
695,2025-01-31,jan,travel,north,in_store,4,888.30
696,2025-01-31,jan,groceries,north,online,1,145.90
697,2025-01-31,jan,utilities,east,in_store,4,79.82
698,2025-01-10,jan,groceries,west,online,1,22.44
699,2025-01-03,jan,groceries,north,online,5,105.38
700,2025-01-27,jan,electronics,east,in_store,3,2321.24
701,2025-01-22,jan,groceries,west,in_store,4,19.20
702,2025-01-31,jan,coffee,west,in_store,1,3.57
703,2025-01-25,jan,dining,west,online,1,154.70
704,2025-01-16,jan,electronics,east,online,3,916.31
705,2025-01-28,jan,electronics,east,online,3,696.29
706,2025-01-11,jan,rent,west,in_store,1,1405.16
707,2025-01-05,jan,coffee,south,online,5,11.39
708,2025-01-10,jan,utilities,south,in_store,4,87.04
709,2025-01-26,jan,transport,west,in_store,4,69.01
710,2025-01-23,jan,groceries,south,online,3,215.22
711,2025-01-01,jan,groceries,south,in_store,3,182.58
712,2025-01-06,jan,rent,north,in_store,5,1601.85
713,2025-01-30,jan,coffee,south,in_store,5,10.73
714,2025-01-01,jan,coffee,north,online,2,4.90
715,2025-01-31,jan,groceries,west,in_store,2,53.35
716,2025-01-17,jan,coffee,south,in_store,3,9.65
717,2025-01-23,jan,travel,east,in_store,1,2750.57
718,2025-01-09,jan,coffee,north,in_store,2,8.41
719,2025-01-26,jan,coffee,east,in_store,2,11.63
720,2025-01-24,jan,groceries,west,in_store,1,128.69
721,2025-01-20,jan,transport,west,in_store,2,25.89
722,2025-01-08,jan,groceries,east,in_store,1,201.40
723,2025-01-10,jan,utilities,west,in_store,5,150.14
724,2025-01-28,jan,dining,east,in_store,2,54.98
725,2025-01-24,jan,groceries,east,in_store,5,100.16
726,2025-01-30,jan,groceries,east,in_store,3,143.35
727,2025-01-29,jan,transport,east,online,3,10.99
728,2025-01-03,jan,groceries,east,online,5,180.88
729,2025-01-24,jan,dining,east,in_store,2,89.11
730,2025-01-01,jan,rent,north,online,3,934.79
731,2025-01-03,jan,transport,east,in_store,2,89.69
732,2025-01-05,jan,groceries,north,online,5,16.56
733,2025-01-02,jan,coffee,north,online,5,3.47
734,2025-01-09,jan,groceries,west,online,5,58.99
735,2025-01-31,jan,groceries,north,online,1,205.82
736,2025-01-02,jan,groceries,south,in_store,3,32.62
737,2025-01-25,jan,coffee,north,online,1,10.60
738,2025-01-04,jan,coffee,west,online,4,10.28
739,2025-01-14,jan,groceries,north,online,1,163.43
740,2025-01-02,jan,utilities,south,in_store,4,93.09
741,2025-01-06,jan,coffee,west,online,2,6.12
742,2025-01-09,jan,transport,east,in_store,2,78.89
743,2025-01-06,jan,coffee,south,in_store,3,13.86
744,2025-01-16,jan,groceries,south,online,3,131.51
745,2025-01-28,jan,coffee,east,in_store,5,4.14
746,2025-01-29,jan,groceries,west,in_store,1,32.82
747,2025-01-19,jan,groceries,west,in_store,1,117.92
748,2025-01-09,jan,transport,west,online,3,86.09
749,2025-01-01,jan,dining,east,online,2,29.94
750,2025-01-31,jan,travel,south,in_store,5,930.30
751,2025-01-09,jan,transport,south,in_store,4,54.85
752,2025-01-26,jan,electronics,east,in_store,1,68.73
753,2025-01-25,jan,travel,north,online,5,3012.77
754,2025-01-24,jan,groceries,north,online,3,18.35
755,2025-01-14,jan,travel,east,online,2,1371.80
756,2025-01-17,jan,dining,west,in_store,1,111.53
757,2025-01-28,jan,transport,south,in_store,3,78.35
758,2025-01-28,jan,dining,east,in_store,3,161.16
759,2025-01-17,jan,utilities,south,online,3,413.51
760,2025-01-03,jan,dining,east,online,5,21.53
761,2025-01-25,jan,transport,west,online,5,21.19
762,2025-01-16,jan,electronics,south,in_store,3,1348.10
763,2025-01-09,jan,utilities,south,in_store,5,321.80
764,2025-01-01,jan,coffee,north,in_store,4,3.23
765,2025-01-01,jan,groceries,north,online,3,211.84
766,2025-01-02,jan,coffee,west,online,5,5.23
767,2025-01-02,jan,groceries,west,online,3,73.09
768,2025-01-29,jan,coffee,south,in_store,1,8.04
769,2025-01-19,jan,coffee,south,in_store,1,6.72
770,2025-01-07,jan,coffee,south,online,4,13.53
771,2025-01-29,jan,coffee,north,in_store,4,13.02
772,2025-01-01,jan,groceries,south,online,5,66.76
773,2025-01-18,jan,groceries,north,in_store,4,141.01
774,2025-01-03,jan,transport,north,in_store,4,59.49
775,2025-01-30,jan,dining,north,online,3,157.62
776,2025-01-10,jan,coffee,east,online,3,11.25
777,2025-01-31,jan,groceries,north,online,1,114.75
778,2025-01-15,jan,transport,north,online,1,40.60
779,2025-01-09,jan,coffee,east,in_store,3,10.14
780,2025-01-19,jan,groceries,north,in_store,4,70.70
781,2025-01-20,jan,utilities,west,online,3,154.73
782,2025-01-22,jan,dining,east,in_store,2,99.51
783,2025-01-30,jan,electronics,east,online,4,206.36
784,2025-01-30,jan,groceries,north,online,2,151.26
785,2025-01-23,jan,transport,west,in_store,1,92.51
786,2025-01-17,jan,coffee,east,in_store,2,9.47
787,2025-01-31,jan,groceries,north,online,1,173.50
788,2025-01-15,jan,groceries,south,in_store,5,90.45
789,2025-01-17,jan,coffee,north,online,3,6.90
790,2025-01-20,jan,groceries,east,in_store,4,121.64
791,2025-01-02,jan,groceries,north,in_store,5,22.96
792,2025-01-10,jan,coffee,north,online,1,13.92
793,2025-01-07,jan,coffee,east,in_store,1,13.49
794,2025-01-07,jan,groceries,south,in_store,2,34.36
795,2025-01-21,jan,transport,north,online,3,15.75
796,2025-01-24,jan,dining,east,online,4,40.73
797,2025-01-07,jan,utilities,north,online,2,62.00
798,2025-01-08,jan,dining,north,online,5,141.48
799,2025-01-20,jan,transport,south,online,4,27.66
800,2025-01-13,jan,coffee,south,online,1,13.45
801,2025-01-23,jan,groceries,east,in_store,2,131.86
802,2025-01-24,jan,transport,south,in_store,2,81.46
803,2025-01-21,jan,coffee,east,online,4,11.08
804,2025-01-26,jan,transport,east,online,5,51.65
805,2025-01-12,jan,transport,north,online,3,27.05
806,2025-01-05,jan,transport,east,online,4,37.36
807,2025-01-27,jan,electronics,south,in_store,5,1924.92
808,2025-01-18,jan,dining,east,online,1,74.90
809,2025-01-27,jan,groceries,east,online,3,121.42
810,2025-01-04,jan,utilities,east,in_store,5,392.57
811,2025-01-09,jan,electronics,south,in_store,2,1797.37
812,2025-01-17,jan,dining,north,online,1,69.23
813,2025-01-05,jan,coffee,north,in_store,2,9.76
814,2025-01-15,jan,groceries,east,online,2,188.45
815,2025-01-29,jan,transport,south,online,3,45.43
816,2025-01-27,jan,groceries,south,online,5,193.22
817,2025-01-15,jan,groceries,east,online,3,13.23
818,2025-01-22,jan,utilities,east,in_store,2,157.77
819,2025-01-30,jan,utilities,south,in_store,5,151.38
820,2025-01-19,jan,groceries,east,in_store,5,164.14
821,2025-01-10,jan,groceries,west,online,3,148.19
822,2025-01-17,jan,dining,east,in_store,4,58.74
823,2025-01-11,jan,transport,west,in_store,1,47.96
824,2025-01-15,jan,transport,north,online,3,27.11
825,2025-01-24,jan,coffee,west,online,2,8.42
826,2025-01-30,jan,groceries,north,in_store,3,16.70
827,2025-01-07,jan,coffee,west,online,3,3.65
828,2025-01-17,jan,transport,south,online,5,23.52
829,2025-01-15,jan,coffee,west,in_store,3,10.23
830,2025-01-30,jan,groceries,north,online,1,167.90
831,2025-01-03,jan,groceries,west,in_store,2,104.79
832,2025-01-31,jan,groceries,west,online,5,46.75
833,2025-01-18,jan,groceries,south,in_store,3,10.28
834,2025-01-11,jan,coffee,east,in_store,1,9.51
835,2025-01-03,jan,groceries,north,online,5,68.19
836,2025-01-05,jan,dining,east,online,5,44.13
837,2025-01-04,jan,dining,north,online,2,67.37
838,2025-01-11,jan,transport,south,online,1,18.69
839,2025-01-15,jan,groceries,east,online,2,59.42
840,2025-01-14,jan,coffee,north,in_store,5,3.15
841,2025-01-04,jan,groceries,south,online,1,23.27
842,2025-01-19,jan,groceries,east,online,3,166.24
843,2025-01-19,jan,electronics,west,in_store,5,1591.87
844,2025-01-13,jan,groceries,east,in_store,4,182.26
845,2025-01-31,jan,electronics,south,online,1,960.56
846,2025-01-07,jan,rent,west,online,1,1048.57
847,2025-01-26,jan,transport,north,in_store,5,3.30
848,2025-01-20,jan,groceries,north,in_store,1,11.33
849,2025-01-09,jan,dining,west,online,4,179.75
850,2025-01-06,jan,rent,west,in_store,3,1583.46
851,2025-01-10,jan,travel,east,in_store,5,2873.39
852,2025-01-17,jan,groceries,south,in_store,2,43.50
853,2025-01-25,jan,transport,west,online,1,59.34
854,2025-01-23,jan,groceries,east,in_store,2,190.91
855,2025-01-30,jan,groceries,east,online,1,124.75
856,2025-01-02,jan,coffee,south,in_store,3,6.79
857,2025-01-13,jan,groceries,west,online,5,198.41
858,2025-01-22,jan,coffee,west,in_store,2,9.56
859,2025-01-20,jan,groceries,east,online,5,132.07
860,2025-01-25,jan,transport,north,in_store,2,14.43
861,2025-01-06,jan,transport,south,in_store,5,2.60
862,2025-01-14,jan,coffee,east,in_store,4,12.19
863,2025-01-03,jan,transport,west,online,1,65.65
864,2025-01-28,jan,utilities,north,online,1,193.82
865,2025-01-10,jan,coffee,west,online,1,8.24
866,2025-01-02,jan,utilities,south,online,1,191.01
867,2025-01-26,jan,transport,north,in_store,4,40.83
868,2025-01-21,jan,groceries,west,in_store,4,198.41
869,2025-01-25,jan,dining,west,online,5,23.75
870,2025-01-09,jan,utilities,east,in_store,5,138.66
871,2025-01-19,jan,groceries,west,in_store,3,136.10
872,2025-01-02,jan,dining,north,online,2,152.37
873,2025-01-30,jan,transport,south,in_store,2,58.76
874,2025-01-18,jan,groceries,south,online,2,167.71
875,2025-01-09,jan,dining,north,online,2,104.51
876,2025-01-31,jan,coffee,west,in_store,1,6.55
877,2025-01-26,jan,dining,north,online,2,93.71
878,2025-01-08,jan,dining,east,online,3,161.82
879,2025-01-09,jan,coffee,north,online,1,8.31
880,2025-01-04,jan,groceries,east,in_store,1,208.12
881,2025-01-07,jan,coffee,east,online,2,8.66
882,2025-01-06,jan,groceries,south,in_store,4,210.55
883,2025-01-12,jan,groceries,west,online,5,179.80
884,2025-01-18,jan,transport,east,in_store,2,29.69
885,2025-01-13,jan,dining,north,online,1,54.19
886,2025-01-11,jan,coffee,north,online,2,13.78
887,2025-01-31,jan,utilities,east,in_store,2,160.19
888,2025-01-21,jan,transport,north,online,2,50.82
889,2025-01-19,jan,groceries,north,online,4,169.22
890,2025-01-12,jan,groceries,south,online,3,130.90
891,2025-01-27,jan,electronics,north,online,1,2329.58
892,2025-01-13,jan,dining,east,in_store,1,40.17
893,2025-01-18,jan,transport,north,online,5,46.26
894,2025-01-15,jan,transport,east,online,2,25.71
895,2025-01-27,jan,groceries,north,in_store,1,99.44
896,2025-01-03,jan,coffee,west,online,4,6.76
897,2025-01-11,jan,coffee,east,online,5,6.76
898,2025-01-14,jan,groceries,north,online,4,13.82
899,2025-01-08,jan,electronics,east,in_store,1,1203.70
900,2025-01-23,jan,groceries,west,in_store,3,33.97
901,2025-01-20,jan,coffee,south,online,1,3.26
902,2025-01-27,jan,coffee,east,online,1,13.22
903,2025-01-11,jan,groceries,west,in_store,3,51.65
904,2025-01-06,jan,rent,south,in_store,1,1395.02
905,2025-01-22,jan,groceries,west,online,4,102.00
906,2025-01-02,jan,utilities,north,online,4,162.79
